release_date,achievements,median_playtime,price,total_reviews,average_playtime,english,categories,owners,season,Rating
2019-04-11,24,0,10.99,19,0,1,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Leaderboards,0-20000,Spring,Positive
2017-08-07,0,0,4.99,5,0,1,Single-player,0-20000,Summer,Negative
2017-08-24,40,0,0.79,75,0,1,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,0-20000,Summer,Very Positive
2017-08-09,0,9,0.79,217,9,1,Multi-player;Online Multi-Player,0-20000,Summer,Negative
2017-10-16,0,0,0.79,3,0,1,Single-player,0-20000,Fall,Negative
2017-08-13,50,0,3.99,30,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Very Negative
2017-08-09,18,0,3.99,15,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,0-20000,Summer,Very Positive
2017-08-10,0,0,3.99,17,0,1,Single-player;Multi-player;Online Multi-Player,0-20000,Summer,Negative
2017-08-08,3039,0,6.99,14,0,1,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,0-20000,Summer,Positive
2017-08-25,0,0,5.59,6,0,1,Single-player,0-20000,Summer,Negative
2017-11-15,19,0,1.99,7,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,0-20000,Fall,Very Positive
2017-08-07,0,0,0.79,45,0,1,Single-player;Steam Trading Cards,0-20000,Summer,Positive
2017-08-22,0,0,2.09,56,0,1,Single-player,0-20000,Summer,Negative
2017-09-13,0,0,1.59,12,0,1,Single-player;Stats,0-20000,Fall,Positive
2017-10-02,13,0,1.69,15,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Fall,Very Positive
2017-09-19,51,0,0.79,1,0,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2017-12-28,120,0,3.99,7,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Winter,Very Positive
2017-08-23,0,0,0.0,56,0,1,Single-player,0-20000,Summer,Positive
2017-08-25,0,0,2.09,32,0,0,Single-player;Shared/Split Screen,0-20000,Summer,Positive
2017-10-31,0,0,7.99,47,0,1,Single-player,0-20000,Fall,Very Positive
2017-09-11,362,104,0.0,250,104,1,Single-player;Steam Achievements;In-App Purchases;Steam Cloud;Stats,50000-100000,Fall,Positive
2017-10-05,81,714,5.69,333,714,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Fall,Positive
2017-08-10,0,0,2.79,7,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-11,5000,0,3.99,68,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-05-01,42,0,3.99,162,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,0-20000,Spring,Very Positive
2017-10-25,15,0,0.0,146,0,1,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats;Steam Leaderboards,20000-50000,Fall,Negative
2017-08-02,0,0,0.79,7,0,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support,0-20000,Summer,Positive
2017-10-17,0,0,0.0,6,0,1,Single-player,0-20000,Fall,Very Positive
2017-11-28,0,0,2.09,4,0,1,Single-player;Stats;Includes level editor,0-20000,Fall,Very Positive
2017-10-05,8,221,6.99,172,221,1,Single-player;Partial Controller Support,0-20000,Fall,Very Positive
2018-03-08,54,140,17.99,214,140,1,Single-player;Steam Achievements;Steam Trading Cards,0-20000,Spring,Very Positive
2017-09-15,0,0,5.59,1,0,1,Single-player;Local Multi-Player,0-20000,Fall,Very Negative
2017-08-14,1215,0,2.09,54,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-10-16,0,0,6.19,2,0,1,Single-player,0-20000,Fall,Negative
2017-08-12,10,1,2.89,112,1,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2017-09-25,0,0,1.59,10,0,1,Single-player,0-20000,Fall,Very Positive
2017-08-18,0,0,3.99,10,0,1,Single-player;Steam Workshop;Includes level editor,0-20000,Summer,Positive
2017-08-31,16,0,1.69,4,0,1,Single-player,0-20000,Summer,Positive
2017-08-15,134,1,0.79,167,1,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2018-02-08,0,0,1.69,1,0,1,Single-player;Co-op;Shared/Split Screen;Full controller support;Includes level editor,0-20000,Winter,Very Negative
2017-10-09,6,0,0.79,83,0,1,Single-player;Partial Controller Support,0-20000,Fall,Very Negative
2017-08-24,0,0,0.79,2,0,1,Single-player,0-20000,Summer,Negative
2017-09-12,0,0,0.0,13,0,1,Single-player,0-20000,Fall,Very Positive
2018-02-06,0,0,3.99,14,0,1,Single-player,0-20000,Winter,Very Positive
2018-02-14,0,0,2.09,4,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,0-20000,Winter,Positive
2017-09-25,0,0,15.49,7,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Partial Controller Support,0-20000,Fall,Negative
2017-08-22,0,0,5.59,2,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-25,34,0,1.59,56,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2017-08-28,0,0,0.79,395,0,1,Single-player;Steam Trading Cards;Steam Cloud,50000-100000,Summer,Negative
2017-09-20,0,237,1.59,691,237,1,Single-player;Steam Trading Cards;Steam Cloud,100000-200000,Fall,Positive
2018-09-10,47,39,10.99,887,39,1,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,20000-50000,Fall,Very Positive
2017-08-11,0,0,0.79,24,0,1,Single-player;Steam Trading Cards,0-20000,Summer,Negative
2018-08-14,0,17,15.49,756,17,1,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Workshop;Steam Cloud;Steam Leaderboards,100000-200000,Summer,Negative
2017-08-15,0,1,0.0,125,1,1,Single-player,20000-50000,Summer,Very Positive
2017-11-30,30,0,14.99,37,0,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Cloud,0-20000,Fall,Positive
2017-08-14,0,0,3.99,8,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-16,0,0,3.99,69,0,1,Single-player;Shared/Split Screen;Full controller support,0-20000,Summer,Positive
2017-09-12,27,0,5.59,12,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,0-20000,Fall,Very Positive
2017-08-14,0,0,0.79,8,0,1,Single-player;Steam Trading Cards,0-20000,Summer,Very Negative
2017-10-11,24,0,10.99,37,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Negative
2017-08-21,43,0,2.09,5,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,0-20000,Summer,Very Positive
2017-12-14,21,0,3.99,16,0,1,Single-player;Steam Achievements,0-20000,Winter,Positive
2017-08-11,5000,0,14.99,34,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-08-25,48,0,3.99,91,0,1,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,0-20000,Summer,Positive
2017-10-11,7,0,7.19,3,0,1,Single-player;Multi-player;Shared/Split Screen,0-20000,Fall,Very Positive
2018-11-29,0,22,15.49,1242,18,1,Multi-player;Online Multi-Player,20000-50000,Fall,Negative
2017-08-23,0,0,1.69,9,0,1,Single-player,0-20000,Summer,Negative
2018-04-16,18,0,5.79,9,0,1,Single-player,0-20000,Spring,Negative
2018-07-11,15,0,2.89,2,0,1,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,0-20000,Summer,Very Positive
2017-08-03,12,0,11.99,9,0,1,Single-player;Steam Achievements;Stats;Steam Leaderboards,0-20000,Summer,Negative
2017-10-12,0,0,15.49,364,0,1,Single-player;Steam Trading Cards;Steam Cloud,0-20000,Fall,Positive
2017-11-14,18,0,10.99,22,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Fall,Negative
2017-09-29,7,0,3.99,63,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Very Positive
2017-08-03,0,0,0.0,28,0,1,Single-player,0-20000,Summer,Positive
2017-09-25,15,0,1.99,75,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Positive
2017-08-31,0,0,3.99,8,0,1,Single-player,0-20000,Summer,Negative
2017-10-03,0,0,0.0,7,0,1,Online Multi-Player;Steam Leaderboards,0-20000,Fall,Negative
2017-09-18,0,0,0.0,8,0,1,Single-player;Steam Leaderboards,0-20000,Fall,Positive
2017-09-07,44,433,13.59,591,433,1,Single-player;Steam Achievements;Steam Trading Cards,20000-50000,Fall,Very Positive
2017-11-17,13,0,15.49,8,0,1,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud,0-20000,Fall,Negative
2017-09-21,0,1,0.0,54,1,1,Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,50000-100000,Fall,Negative
2017-09-01,10,0,3.99,20,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Fall,Very Positive
2017-09-05,0,0,0.0,12,0,1,Single-player,0-20000,Fall,Negative
2017-09-26,0,0,1.59,13,0,1,Single-player;Partial Controller Support,0-20000,Fall,Very Positive
2017-08-25,49,0,0.79,3,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-14,5000,25322,9.99,38,25322,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-08-15,5000,0,9.99,45,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-08-25,0,2,2.09,16,2,1,Single-player,0-20000,Summer,Negative
2017-11-02,24,0,3.99,42,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,0-20000,Fall,Positive
2017-08-15,15,0,0.79,15,0,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2017-08-29,0,0,0.0,147,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2017-08-15,0,0,2.79,21,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-24,26,0,4.99,2,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2018-09-07,0,0,0.0,86,0,1,Single-player;Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,20000-50000,Fall,Negative
2017-09-01,0,0,7.19,3,0,1,Single-player,0-20000,Fall,Very Negative
2017-08-17,22,5,4.79,266,5,0,Single-player,0-20000,Summer,Negative
2018-02-27,13,0,4.79,9,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Winter,Negative
2017-11-20,0,0,0.0,4,0,1,Single-player,0-20000,Fall,Very Negative
2017-09-01,13,0,3.99,181,0,1,Single-player;Steam Achievements,0-20000,Fall,Negative
2017-11-01,0,0,3.99,10,0,1,Single-player,0-20000,Fall,Negative
2017-08-24,11,0,0.79,146,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Summer,Very Positive
2017-08-18,0,58,0.0,353,58,1,Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;In-App Purchases,50000-100000,Summer,Positive
2017-08-28,0,0,0.0,29,0,1,Full controller support;In-App Purchases,0-20000,Summer,Negative
2017-08-04,20,0,5.99,15,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Positive
2017-10-10,0,0,2.89,13,0,1,Single-player,0-20000,Fall,Very Positive
2018-03-09,19,483,7.19,539,483,1,Single-player;Steam Achievements;Steam Trading Cards,20000-50000,Spring,Positive
2017-08-25,0,0,0.0,254,0,1,Single-player;Partial Controller Support,20000-50000,Summer,Very Positive
2017-08-10,49,0,2.89,8,0,1,Single-player;Steam Achievements;Captions available;Steam Cloud,0-20000,Summer,Negative
2017-08-17,0,0,0.79,21,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op,0-20000,Summer,Very Negative
2017-09-01,0,0,0.79,1,0,1,Single-player,0-20000,Fall,Very Positive
2019-01-10,0,0,7.19,115,0,1,Single-player,0-20000,Winter,Very Positive
2018-02-20,0,0,11.39,35,0,1,Single-player,0-20000,Winter,Very Positive
2017-09-12,16,0,2.89,8,0,1,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,0-20000,Fall,Very Positive
2019-02-28,16,0,5.99,419,0,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,20000-50000,Winter,Positive
2018-07-17,21,0,15.49,81,0,1,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,0-20000,Summer,Negative
2017-08-16,0,0,1.99,4,0,1,Single-player,0-20000,Summer,Positive
2018-02-07,0,0,0.79,3,0,1,Single-player,0-20000,Winter,Negative
2017-11-24,0,0,3.99,3,0,1,Single-player;Multi-player;Online Multi-Player,0-20000,Fall,Very Positive
2017-08-30,13,0,2.99,54,0,1,Single-player;Steam Achievements;Captions available,0-20000,Summer,Negative
2017-08-27,15,0,4.99,4,0,1,Single-player;Steam Achievements;Captions available;Steam Cloud,0-20000,Summer,Positive
2018-09-13,19,0,11.39,12,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Very Negative
2017-08-25,41,0,1.69,59,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Negative
2018-11-26,1,0,3.99,14,0,1,Single-player;Local Multi-Player;Co-op;Online Co-op;Steam Trading Cards;Partial Controller Support,0-20000,Fall,Very Positive
2017-08-18,2,0,2.09,27,0,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Summer,Very Positive
2017-10-30,8,0,7.19,29,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Fall,Positive
2018-11-16,11,0,11.99,866,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,20000-50000,Fall,Positive
2017-12-12,17,0,0.79,16,0,1,Single-player;Steam Achievements;Full controller support,0-20000,Winter,Negative
2017-12-07,0,759,9.29,2178,759,1,Single-player,200000-500000,Winter,Negative
2017-09-26,33,349,24.99,304,349,1,Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,20000-50000,Fall,Negative
2017-09-07,0,0,0.0,80,0,1,Multi-player;Online Multi-Player;Co-op;Online Co-op;In-App Purchases,0-20000,Fall,Negative
2017-09-28,5,0,1.99,51,0,1,Single-player;Steam Achievements;Steam Leaderboards,0-20000,Fall,Negative
2017-08-21,0,0,3.19,11,0,1,Single-player,0-20000,Summer,Very Negative
2017-09-14,29,0,3.19,29,0,1,Single-player;Steam Achievements,0-20000,Fall,Negative
2017-08-21,14,0,3.19,12,0,1,Single-player,0-20000,Summer,Positive
2017-10-12,26,0,4.79,8,0,1,Single-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud,0-20000,Fall,Negative
2017-09-04,33,0,1.59,13,0,1,Single-player;Steam Achievements;Steam Workshop;Includes level editor,0-20000,Fall,Very Negative
2017-09-26,0,0,0.0,54,0,1,Single-player,0-20000,Fall,Negative
2017-08-21,70,0,1.99,18,0,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,0-20000,Summer,Positive
2017-08-17,5,0,2.89,74,0,1,Single-player;Steam Achievements;Steam Trading Cards,0-20000,Summer,Positive
2017-08-30,0,0,10.99,7,0,1,Single-player,0-20000,Summer,Very Positive
2019-01-07,0,0,4.79,15,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,0-20000,Winter,Very Positive
2017-08-11,0,0,1.59,2,0,1,Single-player,0-20000,Summer,Very Positive
2017-12-21,14,0,0.79,4,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Winter,Very Positive
2018-03-23,9,0,2.09,21,0,1,Multi-player;Online Multi-Player,0-20000,Spring,Positive
2017-08-25,8,0,0.79,31,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-10-13,0,0,3.99,11,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Includes level editor;Includes Source SDK;Commentary available,0-20000,Fall,Positive
2018-09-20,0,0,0.0,4,0,1,Single-player,0-20000,Fall,Negative
2017-09-08,28,0,7.19,16,0,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,0-20000,Fall,Positive
2019-01-30,0,0,54.99,5,0,1,Single-player;Full controller support,0-20000,Winter,Negative
2017-09-08,55,0,4.99,8,0,1,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,0-20000,Fall,Negative
2018-09-03,52,0,3.99,16,0,1,Single-player;Online Multi-Player;Steam Achievements;Partial Controller Support,0-20000,Fall,Very Positive
2017-12-21,7,0,0.79,7,0,1,Single-player;Steam Achievements;Partial Controller Support,0-20000,Winter,Negative
2017-08-25,0,0,2.79,9,0,1,Single-player,0-20000,Summer,Very Negative
2017-08-09,32,0,1.69,177,0,0,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2017-08-23,0,0,2.79,12,0,1,Single-player,0-20000,Summer,Negative
2017-09-14,34,66,0.0,746,54,1,Single-player;Steam Achievements,20000-50000,Fall,Very Positive
2017-09-01,0,0,5.99,19,0,1,Single-player;Steam Cloud,0-20000,Fall,Negative
2017-09-08,0,0,3.99,3,0,1,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Partial Controller Support,0-20000,Fall,Very Positive
2017-08-04,51,0,3.99,15,0,1,Single-player,0-20000,Summer,Positive
2018-05-09,0,0,4.95,16,0,1,Single-player;Includes level editor,0-20000,Spring,Very Positive
2017-08-16,5000,0,9.99,41,0,1,Single-player;Steam Achievements,0-20000,Summer,Negative
2017-08-17,0,0,6.99,1,0,1,Single-player,0-20000,Summer,Very Positive
2018-09-20,0,0,5.59,6,0,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer,0-20000,Fall,Negative
2018-06-15,0,0,0.79,17,0,1,Single-player;Online Multi-Player,0-20000,Summer,Very Positive
2017-08-08,0,0,5.79,5,0,1,Single-player,0-20000,Summer,Very Positive
2017-08-29,1176,0,4.79,6,0,1,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,0-20000,Summer,Negative
2017-08-16,27,0,0.79,66,0,1,Single-player;Steam Achievements,0-20000,Summer,Very Negative
2017-08-26,6,0,0.79,115,0,1,Single-player;Steam Achievements;Steam Trading Cards,20000-50000,Summer,Very Negative
2017-09-01,15,0,0.0,112,0,1,Single-player,0-20000,Fall,Positive
2017-08-11,0,0,2.09,6,0,1,Single-player;Partial Controller Support;Steam Cloud,0-20000,Summer,Negative
2017-09-12,16,0,4.99,42,0,1,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,0-20000,Fall,Very Negative
2017-10-04,23,0,9.29,47,0,1,Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards,0-20000,Fall,Very Positive
2017-08-28,0,0,0.0,143,0,1,Steam Cloud,20000-50000,Summer,Very Positive
2017-08-22,0,0,3.99,1,0,1,Single-player,0-20000,Summer,Very Positive
2019-04-09,0,0,15.49,1,0,1,Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Full controller support,0-20000,Spring,Very Positive
2018-05-07,0,0,7.19,83,0,1,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer,0-20000,Spring,Negative
2017-08-23,9,0,1.59,223,0,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,20000-50000,Summer,Negative
2017-11-18,11,0,3.99,8,0,0,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2018-09-27,26,0,6.99,138,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Fall,Positive
2017-08-17,0,0,4.99,59,0,1,Single-player;Partial Controller Support,0-20000,Summer,Very Positive
2017-09-21,0,0,5.59,6,0,1,Single-player,0-20000,Fall,Very Positive
2017-08-15,7,49,0.79,197,49,1,Single-player;Steam Achievements,0-20000,Summer,Positive
2017-09-15,0,0,0.0,12,0,1,Single-player,0-20000,Fall,Negative
2017-11-19,0,0,2.89,1,0,0,Partial Controller Support,0-20000,Fall,Very Negative
2018-08-31,65,0,2.89,1,0,1,Single-player;Steam Achievements;Steam Cloud,0-20000,Summer,Very Positive
2017-09-21,44,0,10.99,175,0,1,Single-player;Steam Achievements;Steam Trading Cards,0-20000,Fall,Very Positive
2017-09-21,10,133,2.99,275,133,1,Single-player;Steam Achievements,0-20000,Fall,Very Positive
2017-11-20,0,0,2.09,3,0,1,Multi-player;Local Co-op;Shared/Split Screen;Full controller support,0-20000,Fall,Negative
