,english,required_age,achievements,average_playtime,median_playtime,owners,price,indie,action,adventure,singleplayer,multiplayer,rating,day,month,year
0,1,0,0,17612,317,10000000-20000000,7.19,0,1,0,0,1,very positive,1,11,2000
1,1,0,0,277,62,5000000-10000000,3.99,0,1,0,0,1,very positive,1,4,1999
2,1,0,0,187,34,5000000-10000000,3.99,0,1,0,0,1,very positive,1,5,2003
3,1,0,0,258,184,5000000-10000000,3.99,0,1,0,0,1,very positive,1,6,2001
4,1,0,0,624,415,5000000-10000000,3.99,0,1,0,1,1,very positive,1,11,1999
5,1,0,0,175,10,5000000-10000000,3.99,0,1,0,0,1,very positive,1,11,2000
6,1,0,0,1300,83,5000000-10000000,7.19,0,1,0,1,1,very positive,8,11,1998
7,1,0,0,427,43,10000000-20000000,7.19,0,1,0,1,1,very positive,1,3,2004
8,1,0,0,361,205,5000000-10000000,3.99,0,1,0,1,0,very positive,1,6,2001
9,1,0,33,691,402,10000000-20000000,7.19,0,1,0,1,0,very positive,16,11,2004
11,1,0,0,190,214,2000000-5000000,0.0,0,1,0,1,0,very positive,1,6,2004
12,1,0,54,1356,134,5000000-10000000,7.19,0,1,0,0,1,very positive,12,7,2010
13,1,0,0,311,32,10000000-20000000,3.99,0,1,0,0,1,very positive,1,11,2004
14,1,0,0,46,29,10000000-20000000,0.0,0,1,0,1,0,very positive,27,10,2005
15,1,0,0,102,81,5000000-10000000,0.0,0,1,0,0,1,positive,1,5,2006
16,1,0,13,281,184,5000000-10000000,5.79,0,1,0,1,0,very positive,1,6,2006
17,1,0,15,288,137,10000000-20000000,7.19,0,1,0,1,0,very positive,10,10,2007
18,1,0,22,354,301,5000000-10000000,5.79,0,1,0,1,0,very positive,10,10,2007
22,1,0,0,23944,801,100000000-200000000,0.0,0,1,0,0,1,very positive,9,7,2013
23,1,0,51,1102,520,10000000-20000000,7.19,0,1,1,1,0,very positive,18,4,2011
26,1,0,0,0,0,20000-50000,5.99,1,0,0,1,1,positive,12,10,2005
27,1,0,44,232,258,500000-1000000,3.99,0,1,0,0,1,very positive,14,3,2006
29,1,0,0,0,0,100000-200000,7.19,0,1,0,1,0,very positive,10,5,2006
30,1,0,0,182,273,500000-1000000,7.19,1,0,0,1,0,positive,14,7,2005
31,1,0,0,65,77,500000-1000000,6.99,1,0,0,1,0,very positive,23,8,2006
32,1,0,22,80,119,500000-1000000,7.19,1,0,0,1,1,very positive,29,9,2006
33,1,0,12,121,224,500000-1000000,7.19,1,0,0,1,1,very positive,19,9,2008
35,1,0,0,0,0,50000-100000,6.99,0,0,0,1,1,very positive,7,2,2006
36,1,0,0,0,0,100000-200000,4.99,0,0,0,1,1,very positive,6,7,2006
37,1,0,0,9,12,100000-200000,4.99,0,0,0,1,1,very positive,6,7,2006
38,1,0,0,0,0,20000-50000,3.99,0,0,0,1,1,positive,26,7,2006
39,1,0,0,35,35,50000-100000,10.99,0,0,0,1,1,positive,16,10,2006
40,1,0,0,11,21,100000-200000,2.99,0,0,0,1,0,very positive,3,4,2007
41,1,0,0,239,77,1000000-2000000,0.0,0,0,0,0,0,very positive,10,7,2012
42,1,0,0,405,414,1000000-2000000,3.99,0,0,0,1,1,positive,1,4,2006
43,1,0,0,484,422,1000000-2000000,6.99,0,0,0,1,1,positive,30,4,2009
44,1,0,0,634,700,1000000-2000000,4.29,0,1,0,1,1,very positive,25,10,2006
45,1,0,0,123,103,200000-500000,12.99,0,1,0,1,1,very positive,3,8,2007
46,1,18,0,36,32,200000-500000,12.99,0,1,0,1,1,very positive,4,8,2011
47,1,0,0,69,110,200000-500000,2.99,0,1,0,1,0,very positive,3,8,2007
48,1,0,0,125,179,500000-1000000,3.99,0,1,0,1,0,very positive,3,8,2007
49,1,0,0,120,114,200000-500000,3.99,0,1,0,1,0,very positive,3,8,2007
50,1,0,0,90,78,500000-1000000,3.99,0,1,0,1,1,very positive,3,8,2007
51,1,0,0,167,189,200000-500000,3.99,0,1,0,1,1,very positive,3,8,2007
52,1,0,0,291,349,200000-500000,3.99,0,1,0,1,1,very positive,3,8,2007
53,1,0,0,32,32,200000-500000,2.49,0,1,0,1,1,very positive,3,8,2007
54,1,0,0,1,1,200000-500000,2.49,0,1,0,1,1,positive,3,8,2007
55,1,0,0,0,0,200000-500000,12.99,0,1,0,1,1,very positive,3,8,2007
56,1,0,0,50,50,200000-500000,2.99,0,1,0,1,0,very positive,3,8,2007
57,1,0,0,0,0,100000-200000,2.99,0,1,0,1,0,positive,3,8,2007
58,1,0,0,0,0,200000-500000,2.99,0,1,0,1,1,very positive,3,8,2007
59,1,0,0,233,239,1000000-2000000,0.0,1,1,0,1,1,very positive,11,7,2006
60,1,0,12,193,193,100000-200000,4.29,0,1,0,1,1,very positive,29,10,2010
61,1,0,0,186,258,500000-1000000,3.99,0,1,0,1,0,very positive,8,5,2006
62,1,0,0,0,0,50000-100000,0.0,1,0,0,1,0,positive,19,12,2006
63,1,0,0,0,0,200000-500000,2.99,0,1,0,1,0,positive,7,11,2007
64,1,0,0,350,202,500000-1000000,14.99,0,1,0,1,0,very positive,22,3,2007
65,1,0,0,462,889,50000-100000,9.99,0,1,0,1,0,very positive,13,10,2006
66,1,0,0,545,849,200000-500000,14.99,0,1,0,1,1,very positive,13,10,2006
67,1,0,0,750,1041,200000-500000,14.99,0,1,0,1,1,very positive,13,10,2006
68,1,0,0,0,0,200000-500000,14.99,0,1,0,1,1,very positive,13,10,2006
69,1,0,0,0,0,20000-50000,1.99,0,1,0,1,1,very positive,12,3,2008
70,1,0,0,0,0,20000-50000,3.99,1,1,0,1,1,very positive,12,7,2007
71,1,0,0,0,0,20000-50000,5.99,0,1,0,1,1,positive,12,3,2008
72,1,0,0,732,732,200000-500000,4.99,0,0,0,1,0,very positive,21,7,2006
73,1,0,0,831,1232,200000-500000,9.99,0,0,0,1,0,positive,21,7,2006
75,1,0,0,648,648,200000-500000,3.49,0,0,0,1,0,positive,8,10,2010
76,1,0,0,13,13,20000-50000,3.49,0,0,0,1,0,very positive,8,10,2010
81,1,0,0,293,351,500000-1000000,5.99,0,0,0,1,0,very positive,21,12,2006
82,1,0,0,939,939,20000-50000,3.99,0,0,0,1,1,very positive,24,8,2006
83,1,0,0,46,60,100000-200000,8.59,0,1,0,1,1,very positive,8,11,2007
84,1,0,0,0,0,20000-50000,3.99,0,0,0,1,1,positive,8,10,2008
85,1,0,0,0,0,200000-500000,3.99,0,0,0,1,0,very positive,1,11,2009
86,1,0,0,1422,1429,200000-500000,7.99,0,0,0,1,0,very positive,19,11,2009
87,1,0,0,0,0,20000-50000,4.49,0,0,0,1,1,very negative,6,8,2007
88,1,0,0,1,1,50000-100000,4.49,0,0,1,1,0,positive,29,8,2007
89,1,0,0,270,270,200000-500000,4.49,0,1,0,1,1,very positive,30,10,2007
90,1,0,0,267,267,100000-200000,4.25,0,0,0,1,0,very positive,30,8,2006
91,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,positive,30,8,2006
92,1,0,0,214,254,200000-500000,4.25,0,0,0,1,0,very positive,6,3,2007
93,1,0,0,1,1,200000-500000,0.0,0,0,0,1,0,very positive,11,9,2007
94,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,very positive,25,6,2007
95,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,very positive,16,10,2007
96,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,positive,13,12,2007
97,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,positive,5,6,2008
98,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,very positive,15,4,2009
99,1,0,0,237,237,200000-500000,4.25,0,0,0,1,0,very positive,15,10,2008
100,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,very positive,18,11,2008
101,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,positive,28,1,2009
102,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,very positive,18,2,2009
103,1,0,21,480,374,1000000-2000000,4.25,0,0,0,1,0,very positive,5,5,2009
104,1,0,0,0,0,50000-100000,4.25,0,0,0,1,0,positive,15,4,2009
105,1,0,0,0,0,20000-50000,4.25,0,0,0,1,0,positive,27,7,2009
106,1,0,14,0,0,100000-200000,4.25,0,1,0,1,0,very positive,15,9,2009
107,1,0,0,262,371,500000-1000000,5.59,0,1,0,1,0,very positive,16,7,2009
108,1,0,0,8,8,50000-100000,5.59,0,1,0,1,1,very positive,26,3,2009
109,1,0,0,287,318,200000-500000,6.99,0,0,0,1,0,very positive,22,6,2009
110,1,0,0,20,24,200000-500000,3.99,0,1,0,1,1,very positive,15,1,2010
111,1,0,0,0,0,50000-100000,7.19,0,1,0,1,0,very positive,14,9,2006
112,1,0,0,111,111,50000-100000,6.99,0,1,0,1,0,very positive,14,9,2006
113,1,0,0,771,771,50000-100000,6.99,0,1,0,1,0,positive,14,9,2006
114,1,0,37,491,232,2000000-5000000,6.99,0,1,0,1,0,very positive,11,10,2006
115,1,0,0,49,64,1000000-2000000,9.99,0,0,0,1,1,very positive,25,10,2006
116,1,0,0,1166,13,2000000-5000000,2.99,0,0,0,1,1,very positive,25,10,2006
117,1,0,0,296,436,500000-1000000,5.99,0,0,0,1,0,very positive,11,7,2005
118,1,0,0,0,0,20000-50000,2.99,0,0,0,1,1,negative,25,10,2006
119,1,0,0,0,0,50000-100000,5.99,0,0,0,1,0,positive,6,4,2007
120,1,0,0,0,0,1000000-2000000,2.99,0,0,0,1,0,very positive,6,4,2007
121,1,0,29,12422,1875,10000000-20000000,6.99,1,0,0,1,1,very positive,29,11,2006
122,1,0,0,0,0,0-20000,5.99,1,0,0,1,0,negative,5,10,2006
124,1,0,0,0,0,0-20000,3.99,0,0,0,1,1,positive,22,6,2007
125,1,0,0,78,78,20000-50000,5.99,1,1,0,1,0,very positive,7,11,2006
126,1,0,0,0,0,20000-50000,7.99,0,0,0,1,0,positive,20,3,2007
127,1,0,0,0,0,20000-50000,6.99,0,0,0,1,0,positive,29,9,2008
128,1,0,0,0,0,20000-50000,7.99,0,0,0,1,1,positive,18,7,2008
129,1,0,0,493,360,1000000-2000000,9.99,0,1,0,1,1,very positive,20,3,2007
130,1,0,0,124,244,100000-200000,7.99,0,1,0,1,1,positive,17,7,2007
131,1,0,0,1,1,100000-200000,4.99,0,1,0,1,1,positive,17,7,2007
132,1,18,0,175,186,2000000-5000000,0.0,0,1,0,1,1,very positive,17,7,2007
133,1,16,0,309,340,1000000-2000000,9.99,0,0,0,1,1,very positive,7,8,2007
134,1,16,0,543,620,1000000-2000000,9.99,0,0,0,1,1,very positive,7,8,2007
135,1,0,0,469,361,2000000-5000000,0.0,0,0,0,1,1,very positive,15,11,2006
136,1,18,0,312,312,200000-500000,9.99,0,1,0,1,0,very positive,29,10,2012
137,1,0,0,897,1192,1000000-2000000,8.99,0,0,0,1,1,very positive,28,8,2007
138,1,0,0,33,33,500000-1000000,8.99,0,0,0,1,1,positive,28,8,2007
139,1,0,0,0,0,200000-500000,0.0,0,0,0,1,1,very positive,28,8,2007
140,1,0,0,0,0,50000-100000,9.99,0,0,0,1,1,very positive,22,11,2006
141,1,0,0,1134,1208,100000-200000,3.99,0,0,0,1,1,very positive,2,9,2010
142,1,0,0,0,0,100000-200000,3.99,0,0,0,1,0,very positive,26,8,2011
143,1,0,0,1,1,100000-200000,3.99,0,0,0,1,0,positive,26,8,2011
144,1,0,0,71,71,100000-200000,3.99,0,0,0,1,1,positive,26,8,2011
145,1,0,0,0,0,0-20000,0.0,1,0,0,1,0,very positive,14,12,2006
147,1,0,0,369,265,1000000-2000000,7.19,0,1,0,1,1,very positive,8,7,2009
148,1,0,0,419,804,100000-200000,4.79,0,0,1,1,0,very positive,8,7,2009
149,1,0,0,1254,174,1000000-2000000,7.19,0,1,0,1,1,very positive,16,9,2009
150,1,0,0,127,180,1000000-2000000,7.19,0,1,0,1,1,very positive,16,9,2009
151,1,0,0,801,801,100000-200000,4.79,0,0,1,1,0,very positive,8,7,2009
152,1,0,0,618,320,2000000-5000000,7.19,0,1,0,1,1,very positive,8,7,2009
153,1,0,0,17,17,20000-50000,7.19,0,1,1,1,1,very positive,8,7,2009
154,1,0,0,100,100,20000-50000,4.79,0,1,0,1,0,very positive,8,7,2009
155,1,0,12,255,363,200000-500000,7.19,1,1,0,1,0,very positive,25,10,2010
156,1,0,0,21,21,100000-200000,3.99,0,0,0,1,0,very positive,21,12,2006
157,1,0,0,0,0,20000-50000,3.99,0,0,0,1,0,positive,21,12,2006
158,1,0,0,78,96,200000-500000,4.99,0,0,0,1,1,very positive,2,2,2007
159,1,0,0,0,0,50000-100000,3.99,0,1,0,1,1,very positive,13,3,2007
160,1,0,0,0,0,20000-50000,3.99,0,0,0,1,1,negative,21,9,2007
161,1,0,0,20,20,100000-200000,13.99,0,0,1,1,0,very positive,12,1,2007
162,1,0,0,14,19,200000-500000,5.99,0,1,1,1,0,very positive,1,5,2007
163,1,0,0,70,102,500000-1000000,0.0,0,1,0,1,1,very positive,28,10,2011
164,1,0,0,0,0,20000-50000,5.79,0,1,0,1,1,very positive,27,3,2007
165,1,0,0,0,0,50000-100000,6.99,1,0,0,1,1,very positive,3,7,2007
166,1,0,0,74,74,200000-500000,9.99,0,1,1,1,1,very positive,29,6,2007
168,1,0,0,63,70,500000-1000000,3.99,0,1,0,1,1,very positive,15,3,2007
169,1,0,0,12,14,500000-1000000,3.99,0,1,0,1,1,very positive,15,3,2007
170,1,0,0,201,302,500000-1000000,3.99,0,1,0,1,1,very positive,15,3,2007
171,1,0,0,14,20,500000-1000000,3.99,0,1,0,1,1,positive,15,3,2007
172,1,16,0,63,58,1000000-2000000,8.29,0,1,0,1,0,very positive,15,3,2007
173,1,18,0,435,365,1000000-2000000,9.29,0,1,0,1,0,very positive,15,3,2007
174,1,0,0,0,0,200000-500000,4.99,0,1,0,1,0,positive,15,3,2007
175,1,16,0,20,25,1000000-2000000,4.99,0,1,0,1,0,positive,15,3,2007
176,1,18,0,62,43,1000000-2000000,7.19,0,1,0,1,0,positive,15,3,2007
177,1,16,0,324,245,1000000-2000000,4.99,0,1,0,1,1,very positive,29,3,2007
178,1,16,0,24,31,500000-1000000,4.99,0,1,0,1,0,positive,29,3,2007
179,1,0,0,254,368,500000-1000000,6.99,0,1,0,1,0,very positive,29,3,2007
180,1,16,0,714,725,500000-1000000,4.99,0,1,1,1,0,very positive,29,3,2007
181,1,0,0,0,0,50000-100000,3.99,0,1,0,1,1,positive,29,3,2007
182,1,0,0,0,0,50000-100000,6.99,0,1,0,1,1,very positive,29,3,2007
183,1,0,0,0,0,200000-500000,8.99,0,0,0,1,0,positive,27,2,2007
185,1,0,0,14,14,100000-200000,6.99,0,0,1,1,0,positive,14,3,2007
186,1,0,0,0,0,100000-200000,6.99,0,0,1,1,0,positive,14,3,2007
187,1,0,0,0,0,20000-50000,6.99,0,0,0,1,1,positive,5,10,2007
188,1,0,0,0,0,0-20000,6.99,1,0,0,1,0,positive,21,4,2010
189,1,0,0,313,341,500000-1000000,6.99,0,1,1,1,0,positive,30,4,2009
191,1,0,0,320,330,200000-500000,6.99,0,0,0,1,0,negative,14,6,2011
192,1,0,0,165,253,500000-1000000,5.99,0,0,0,1,1,positive,4,5,2007
193,1,0,0,46,46,200000-500000,5.99,0,0,0,1,1,positive,4,5,2007
194,1,0,0,1244,1261,200000-500000,2.99,0,0,0,1,0,very positive,4,5,2007
195,1,0,0,66,82,500000-1000000,2.99,0,0,0,1,0,very positive,4,5,2007
196,1,0,0,18,18,500000-1000000,2.99,0,0,0,1,0,very positive,4,9,2008
197,1,0,0,0,0,500000-1000000,2.99,0,0,0,1,1,positive,4,9,2008
198,1,0,0,2235,2224,1000000-2000000,2.99,0,0,0,1,0,very positive,4,9,2008
199,1,0,0,0,0,500000-1000000,2.99,0,0,0,1,1,positive,4,9,2008
200,1,0,0,0,0,200000-500000,3.99,0,0,0,1,1,very positive,6,5,2009
201,1,0,0,0,0,20000-50000,1.99,0,0,0,1,0,negative,6,5,2009
202,1,0,0,113,113,100000-200000,3.99,0,1,0,1,1,positive,20,5,2009
204,1,16,0,239,280,500000-1000000,6.99,0,1,1,1,0,very positive,5,6,2007
205,1,0,0,209,209,200000-500000,4.99,0,1,0,1,1,positive,13,12,2007
206,1,0,0,0,0,50000-100000,3.99,0,1,0,1,0,negative,8,2,2008
207,1,16,0,313,565,500000-1000000,6.99,0,1,1,1,0,positive,21,11,2008
208,1,0,0,132,132,200000-500000,6.99,0,1,0,1,1,positive,13,5,2009
209,1,18,50,519,272,2000000-5000000,9.99,0,1,1,1,0,very positive,23,3,2010
210,1,0,0,0,0,100000-200000,0.0,0,0,1,1,0,positive,17,6,2008
211,1,0,0,0,0,100000-200000,0.0,0,0,1,1,0,positive,17,6,2008
212,1,0,0,0,0,100000-200000,1.99,0,0,0,1,0,negative,17,6,2008
214,1,0,0,109,109,100000-200000,2.99,0,0,0,1,0,very positive,18,6,2007
215,1,0,0,5123,230,1000000-2000000,0.0,0,1,0,0,1,positive,15,12,2010
216,1,0,0,1636,218,1000000-2000000,2.49,0,0,0,1,1,very positive,15,10,2007
217,1,0,0,0,0,50000-100000,4.99,0,0,0,1,1,very positive,12,12,2012
218,1,0,0,108,108,1000000-2000000,5.99,0,0,0,1,0,very positive,24,7,2007
220,1,0,0,16,16,200000-500000,2.99,0,0,0,1,1,positive,29,5,2009
221,1,0,0,23,23,200000-500000,2.99,0,0,0,1,1,very positive,29,5,2009
223,1,0,12,0,0,20000-50000,3.49,1,0,0,1,0,positive,6,10,2010
224,1,0,0,0,0,200000-500000,2.49,0,1,0,1,0,very positive,3,8,2007
225,1,0,0,32,48,200000-500000,3.99,0,1,0,1,1,very positive,3,8,2007
226,1,0,0,88,91,200000-500000,2.49,0,1,0,1,1,very positive,3,8,2007
227,1,0,0,129,152,200000-500000,2.49,0,1,0,1,1,very positive,3,8,2007
228,1,0,0,362,394,200000-500000,0.0,0,1,0,1,1,very positive,3,8,2007
229,1,0,0,10,10,200000-500000,2.99,0,1,0,1,1,very positive,3,8,2007
230,1,0,0,7,12,500000-1000000,0.0,0,1,0,1,0,very positive,3,8,2007
231,1,0,0,145,145,200000-500000,2.99,0,1,0,1,0,very positive,3,8,2007
233,1,16,0,213,365,500000-1000000,9.99,0,0,0,1,1,very positive,7,8,2007
234,1,0,0,79,106,2000000-5000000,9.99,0,1,0,1,1,very positive,24,9,2007
235,1,0,0,306,306,1000000-2000000,8.99,0,0,0,1,1,very positive,28,9,2011
236,1,0,0,803,1067,1000000-2000000,8.99,0,0,0,1,1,very positive,28,9,2011
237,1,16,0,1433,1629,1000000-2000000,9.99,0,0,0,1,1,very positive,7,3,2008
238,1,0,0,154,154,200000-500000,9.99,0,1,0,1,0,positive,29,2,2008
239,1,0,0,322,81,2000000-5000000,9.99,0,1,0,1,0,very positive,7,1,2009
240,1,0,11,23,23,200000-500000,5.99,1,0,0,1,1,positive,20,7,2007
241,1,0,0,0,0,50000-100000,6.99,0,1,0,1,0,negative,12,3,2008
242,1,0,0,0,0,20000-50000,1.99,0,1,0,1,1,very positive,12,3,2008
243,1,0,0,64,84,100000-200000,3.99,0,1,1,1,0,positive,12,3,2008
244,1,0,0,0,0,20000-50000,13.99,0,0,0,1,1,positive,6,5,2009
246,1,0,0,2514,638,1000000-2000000,0.0,0,0,0,0,1,very positive,31,1,2012
247,1,0,20,222,360,50000-100000,1.99,0,1,1,1,0,very positive,22,5,2014
248,1,0,0,0,0,0-20000,4.79,0,0,1,1,0,negative,28,9,2010
249,1,0,12,0,0,0-20000,6.99,0,1,0,1,0,very negative,11,5,2011
250,1,0,0,23,23,20000-50000,4.99,0,0,0,1,0,positive,10,11,2010
252,1,0,0,10,19,100000-200000,14.99,0,0,1,1,0,very positive,23,7,2009
253,1,0,0,10,10,100000-200000,9.99,0,0,1,1,0,very positive,23,7,2009
254,1,0,0,0,0,0-20000,6.99,0,1,0,1,0,negative,23,7,2009
255,1,0,0,0,0,100000-200000,9.99,0,1,0,1,1,very positive,23,7,2009
256,1,0,0,0,0,0-20000,6.99,0,0,0,1,0,positive,23,7,2009
257,1,0,0,645,1001,500000-1000000,14.99,0,1,1,1,0,very positive,12,6,2009
259,1,18,38,411,411,50000-100000,8.99,0,1,0,1,0,negative,17,2,2012
260,1,0,0,0,0,0-20000,5.59,0,0,1,1,0,negative,28,10,2011
261,1,0,0,0,0,0-20000,4.99,0,0,1,1,0,positive,28,10,2011
262,1,0,0,0,0,0-20000,4.99,0,0,0,1,1,positive,28,10,2011
263,1,0,0,0,0,0-20000,4.99,0,0,0,1,1,negative,28,10,2011
264,1,0,0,889,889,50000-100000,9.99,0,0,0,1,1,positive,14,2,2014
265,1,0,0,0,0,20000-50000,9.99,0,1,0,1,1,negative,20,2,2008
267,1,0,50,170,168,1000000-2000000,9.99,0,1,0,1,1,very positive,16,2,2010
268,1,0,0,902,87,2000000-5000000,0.0,0,0,0,1,1,very positive,16,4,2008
269,1,0,0,0,0,100000-200000,6.99,0,0,1,1,0,positive,7,8,2008
270,1,0,0,0,0,20000-50000,6.99,0,0,1,1,0,positive,7,8,2008
271,1,0,0,0,0,100000-200000,0.0,0,0,1,1,0,negative,6,8,2009
272,1,0,0,0,0,100000-200000,6.99,0,0,1,1,0,very positive,6,8,2009
273,1,0,0,0,0,50000-100000,6.99,0,0,1,1,0,positive,6,8,2009
274,1,0,0,0,0,100000-200000,6.99,0,0,1,1,0,very positive,23,12,2009
275,1,0,0,355,374,200000-500000,6.99,0,1,0,1,0,positive,14,11,2007
276,1,0,0,46,49,50000-100000,1.79,1,0,0,1,1,positive,19,5,2008
277,1,0,40,15,15,200000-500000,3.99,1,1,0,1,1,negative,23,10,2008
278,1,0,0,0,0,50000-100000,5.59,0,0,0,1,1,positive,24,6,2008
279,1,0,0,0,0,50000-100000,5.59,0,0,0,1,1,positive,18,8,2008
280,1,0,10,91,97,100000-200000,4.79,1,1,0,1,1,very positive,18,12,2008
281,1,0,17,41,69,100000-200000,3.99,1,0,0,1,0,very positive,19,3,2009
282,1,0,25,76,108,100000-200000,3.99,1,1,0,1,0,very positive,19,3,2009
283,1,0,0,36,36,100000-200000,3.99,1,0,0,1,0,positive,1,7,2009
284,1,0,0,304,304,1000000-2000000,3.49,0,0,0,1,0,very positive,12,11,2009
285,1,0,0,0,0,100000-200000,3.99,0,0,0,1,1,very positive,3,7,2014
286,1,0,0,0,0,20000-50000,3.49,0,0,0,1,0,positive,13,2,2009
287,1,0,0,119,176,200000-500000,3.49,0,0,0,1,0,negative,13,2,2009
288,1,18,0,98,63,1000000-2000000,5.99,0,1,0,1,0,very positive,4,1,2008
289,1,18,0,209,93,2000000-5000000,5.99,0,1,0,1,0,very positive,10,1,2011
290,1,18,0,807,249,2000000-5000000,9.99,0,1,0,1,0,very positive,4,1,2008
291,1,18,0,99,101,200000-500000,5.99,0,1,0,1,0,positive,4,1,2008
292,1,18,0,316,316,500000-1000000,5.99,0,1,0,1,0,very positive,4,1,2008
293,1,18,0,175,175,500000-1000000,5.99,0,1,0,1,0,very positive,4,1,2008
294,1,0,0,7,7,500000-1000000,0.0,0,1,0,1,0,very positive,4,1,2008
295,1,0,0,3,4,500000-1000000,0.0,0,1,0,1,0,very positive,4,1,2008
296,1,0,0,319,225,1000000-2000000,9.99,0,1,1,1,0,very positive,21,10,2008
298,1,18,0,508,112,2000000-5000000,14.99,0,1,0,1,1,positive,12,4,2010
299,1,0,0,0,0,20000-50000,6.99,0,0,1,1,0,very positive,18,1,2008
300,1,0,0,337,404,200000-500000,6.99,0,1,0,1,0,very positive,9,7,2008
301,1,0,0,0,0,100000-200000,6.99,0,1,0,1,0,very positive,13,2,2008
302,1,0,0,0,0,20000-50000,6.99,0,0,1,1,0,positive,27,6,2008
304,1,0,0,0,0,0-20000,10.99,0,1,0,1,1,positive,24,10,2008
305,1,0,0,0,0,0-20000,10.99,0,0,0,1,1,very negative,10,2,2009
306,1,0,0,2,2,0-20000,3.99,0,0,0,1,0,negative,23,2,2009
307,1,0,0,0,0,20000-50000,10.99,0,0,1,1,0,positive,16,6,2009
308,1,0,0,0,0,20000-50000,10.99,0,0,1,1,0,positive,16,6,2009
309,1,0,0,0,0,20000-50000,3.99,0,0,0,1,1,positive,16,6,2009
310,1,0,0,203,203,50000-100000,2.99,0,0,0,1,0,positive,16,6,2009
311,1,0,0,0,0,20000-50000,6.99,0,0,0,1,0,positive,3,12,2009
312,1,0,0,52,52,100000-200000,6.99,0,0,0,1,1,very positive,29,1,2008
313,1,0,0,0,0,20000-50000,6.99,0,0,0,1,0,very negative,29,1,2008
314,1,0,0,0,0,50000-100000,6.99,0,0,0,1,0,positive,29,1,2008
315,1,0,0,0,0,20000-50000,4.99,0,1,1,1,0,very positive,29,1,2008
316,1,0,0,0,0,20000-50000,5.99,0,0,0,1,0,very positive,29,7,2008
317,1,0,0,0,0,20000-50000,4.99,0,0,0,1,0,negative,29,7,2008
318,1,0,0,0,0,20000-50000,4.99,0,0,0,1,1,positive,29,7,2008
319,1,0,0,0,0,20000-50000,4.99,0,0,0,1,0,negative,29,7,2008
320,1,0,0,0,0,100000-200000,6.99,0,0,0,1,0,very positive,9,3,2009
321,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,positive,17,7,2009
322,1,0,0,446,256,500000-1000000,6.99,0,0,0,1,0,very positive,12,11,2009
323,1,0,0,88,147,200000-500000,4.99,0,0,0,1,0,positive,7,1,2009
324,1,0,0,0,0,50000-100000,6.99,0,1,1,1,1,negative,22,5,2009
325,1,0,0,197,119,1000000-2000000,6.99,0,0,0,1,0,very positive,24,6,2009
326,1,0,0,413,417,500000-1000000,6.99,0,1,0,1,0,positive,8,10,2009
327,1,0,52,121,121,0-20000,3.99,1,0,0,1,1,very positive,21,3,2008
329,1,0,0,682,682,200000-500000,8.99,0,1,0,1,0,positive,17,3,2008
330,1,0,57,542,239,500000-1000000,13.99,0,1,0,1,1,very positive,5,3,2009
331,1,0,0,414,496,200000-500000,8.99,0,1,0,1,1,very positive,17,3,2004
332,1,0,0,565,924,200000-500000,5.99,0,1,0,1,1,very positive,17,3,2008
333,1,0,0,67,41,500000-1000000,5.99,0,1,0,1,1,very positive,17,3,2008
334,1,0,0,307,312,200000-500000,8.59,0,1,1,1,0,very positive,27,8,2009
335,1,0,0,126,229,500000-1000000,8.59,0,1,0,1,0,very positive,1,4,2008
336,1,0,0,205,205,200000-500000,8.59,0,1,1,1,0,very positive,27,8,2009
337,1,0,0,0,0,200000-500000,8.59,0,1,0,1,1,very positive,9,4,2008
338,1,0,0,28,28,200000-500000,4.29,0,1,0,1,0,very positive,1,4,2008
339,1,0,0,22,22,200000-500000,8.59,0,1,0,1,0,very positive,27,8,2009
340,1,0,0,0,0,200000-500000,8.59,0,1,0,1,0,negative,13,2,2009
341,1,0,0,167,167,200000-500000,8.59,0,1,1,1,0,very positive,27,8,2009
342,1,0,0,2,2,100000-200000,4.29,0,1,0,1,1,very positive,15,7,2008
343,1,0,0,20,20,100000-200000,4.29,0,1,0,1,1,positive,27,8,2009
344,1,0,0,29,29,20000-50000,4.29,0,1,1,1,0,positive,13,6,2008
345,1,0,0,360,476,500000-1000000,8.59,0,1,1,1,0,very positive,9,4,2008
346,1,0,0,1349,1936,500000-1000000,8.59,0,1,0,1,1,very positive,16,4,2008
347,1,0,0,355,448,200000-500000,4.29,0,1,1,1,0,very positive,13,5,2008
348,1,0,0,0,0,0-20000,4.29,0,0,0,1,0,positive,27,8,2009
349,1,0,0,396,396,200000-500000,8.59,0,0,0,1,0,very positive,13,5,2008
350,1,0,0,69,69,100000-200000,4.29,0,1,0,1,0,very positive,13,5,2008
351,1,0,0,134,134,50000-100000,8.59,0,0,0,1,1,positive,27,8,2009
