,english,required_age,achievements,average_playtime,median_playtime,owners,price,indie,action,adventure,singleplayer,multiplayer,rating,day,month,year
3855,1,0,0,0,0,0-20000,3.99,1,0,0,1,0,negative,5,2,2015
3856,1,0,16,95,95,0-20000,2.79,1,1,0,1,0,very positive,12,1,2015
3857,1,0,50,166,166,200000-500000,10.99,1,1,0,1,1,very positive,16,8,2017
3860,1,0,47,388,469,200000-500000,10.99,1,1,1,1,0,very positive,7,6,2016
3861,1,0,21,0,0,100000-200000,6.99,1,1,0,1,1,very positive,30,4,2015
3862,1,0,53,454,454,50000-100000,6.99,0,1,1,1,0,very positive,30,3,2015
3863,1,0,0,0,0,50000-100000,14.99,1,0,0,0,1,positive,22,12,2014
3864,1,0,0,1070,404,5000000-10000000,10.99,1,0,1,1,1,very positive,21,4,2016
3865,1,0,0,0,0,0-20000,3.99,1,1,1,1,0,very negative,12,2,2016
3866,1,0,12,0,0,0-20000,6.99,1,1,1,1,0,positive,31,8,2015
3867,1,0,18,0,0,0-20000,7.19,1,0,1,1,0,very positive,17,5,2018
3870,1,0,0,0,0,100000-200000,14.99,1,0,0,1,0,negative,9,6,2015
3871,1,16,0,0,0,0-20000,6.99,1,0,1,1,0,negative,27,10,2014
3872,1,0,36,0,0,0-20000,14.99,0,0,0,1,0,negative,8,3,2016
3873,1,0,45,4,4,100000-200000,5.99,1,1,1,1,0,very positive,27,2,2015
3874,1,0,24,0,0,0-20000,13.99,1,1,0,1,0,very positive,5,6,2017
3877,1,0,47,0,0,50000-100000,11.99,0,0,0,1,1,positive,18,6,2015
3878,1,0,28,195,195,20000-50000,4.99,1,0,0,1,1,positive,12,1,2015
3879,1,0,35,87,172,100000-200000,7.19,1,1,0,1,1,positive,8,9,2015
3881,1,0,50,0,0,0-20000,14.99,1,0,0,1,1,negative,20,8,2015
3882,1,0,8,8,8,50000-100000,6.99,1,0,1,1,0,positive,28,5,2015
3883,1,0,0,0,0,20000-50000,3.99,0,1,0,1,0,positive,10,10,2014
3884,1,0,0,0,0,0-20000,6.99,0,0,0,1,0,negative,16,10,2014
3885,1,0,0,0,0,0-20000,7.99,1,1,0,1,0,positive,20,11,2014
3886,1,0,13,0,0,0-20000,3.99,1,0,0,1,0,very positive,28,1,2015
3887,1,0,12,0,0,20000-50000,7.19,1,0,0,1,0,very positive,22,9,2015
3888,1,0,12,272,272,200000-500000,10.99,1,0,0,1,0,positive,11,1,2016
3890,1,0,0,0,0,100000-200000,10.99,1,1,1,1,0,very positive,21,2,2018
3891,1,0,0,0,0,0-20000,1.59,0,1,0,1,0,negative,7,11,2014
3892,1,0,0,0,0,20000-50000,3.99,0,0,0,1,0,very positive,17,9,2014
3893,1,0,0,0,0,20000-50000,3.99,0,0,0,1,0,positive,17,9,2014
3894,1,0,0,0,0,20000-50000,3.99,0,0,0,1,0,positive,17,9,2014
3895,1,0,0,0,0,50000-100000,3.99,0,0,0,1,0,very positive,17,9,2014
3896,1,0,26,142,162,200000-500000,6.69,1,0,1,1,0,very positive,4,2,2015
3897,1,0,14,75,75,100000-200000,14.99,1,1,1,1,0,very positive,9,7,2015
3898,1,0,0,0,0,20000-50000,6.99,1,1,1,1,0,positive,6,10,2014
3899,1,0,20,450,481,20000-50000,6.99,0,1,1,1,0,very positive,12,1,2015
3900,1,0,47,6,6,50000-100000,10.99,0,1,0,1,0,very positive,2,9,2015
3902,1,0,38,278,278,0-20000,10.99,1,0,1,1,0,very positive,12,12,2014
3903,1,0,36,203,216,2000000-5000000,11.39,1,1,1,1,0,very positive,29,9,2015
3904,1,0,46,0,0,50000-100000,0.0,1,0,0,1,0,very positive,4,3,2015
3905,1,0,0,0,0,0-20000,11.49,1,0,0,1,1,very positive,6,5,2015
3906,1,0,11,0,0,0-20000,8.29,1,0,1,1,0,very negative,12,10,2015
3907,1,0,12,0,0,0-20000,5.59,1,0,0,1,0,positive,20,10,2014
3908,1,0,42,49,49,100000-200000,3.99,1,0,1,1,0,positive,13,2,2015
3909,1,0,0,0,0,0-20000,8.99,0,0,0,1,0,positive,26,11,2014
3911,1,0,0,0,0,0-20000,6.99,0,0,0,1,0,positive,1,5,2015
3912,1,0,39,53,90,50000-100000,3.99,1,1,0,1,0,very positive,5,12,2014
3913,1,0,0,0,0,100000-200000,10.99,1,1,1,1,1,very positive,3,12,2014
3914,1,0,18,0,0,0-20000,6.95,0,0,0,1,0,positive,4,3,2016
3915,1,0,0,0,0,20000-50000,6.99,0,0,0,1,0,negative,2,10,2014
3916,1,0,12,0,0,20000-50000,0.79,1,0,1,1,0,positive,18,12,2014
3917,1,0,41,0,0,0-20000,6.99,0,1,0,1,0,very positive,22,4,2015
3919,1,0,0,217,217,0-20000,3.99,1,0,0,1,0,positive,25,9,2014
3920,1,0,0,0,0,0-20000,14.99,1,1,1,1,1,positive,18,9,2015
3921,1,0,0,0,0,0-20000,0.79,1,1,1,1,0,negative,22,12,2014
3922,1,0,35,0,0,50000-100000,10.99,1,1,0,1,1,positive,2,4,2015
3923,1,0,27,0,0,0-20000,3.99,1,0,1,1,0,negative,8,9,2015
3924,1,0,30,273,491,100000-200000,13.49,0,0,0,1,1,positive,2,3,2016
3925,1,0,0,0,0,0-20000,5.59,1,1,0,0,1,negative,3,2,2015
3926,1,0,45,0,0,0-20000,7.99,1,1,1,1,0,very positive,15,10,2015
3927,1,0,8,0,0,0-20000,3.99,1,0,0,1,1,negative,19,8,2015
3928,1,0,11,214,214,20000-50000,3.99,1,0,0,1,1,positive,10,11,2014
3929,1,0,10,0,0,20000-50000,1.99,1,0,0,1,1,very positive,26,10,2015
3932,1,0,20,6,6,100000-200000,1.99,0,1,0,1,0,very positive,16,4,2015
3933,1,0,10,0,0,20000-50000,1.99,1,0,1,1,0,very negative,23,10,2014
3934,1,16,21,0,0,50000-100000,3.99,0,1,1,1,0,very positive,18,1,2016
3935,1,0,0,0,0,50000-100000,8.99,0,0,0,1,1,very positive,11,11,2015
3936,1,0,33,0,0,0-20000,3.99,1,0,1,1,0,very positive,4,2,2015
3937,1,0,30,82,82,0-20000,3.99,1,0,1,1,0,very positive,3,8,2015
3938,1,0,54,237,237,100000-200000,14.99,1,1,1,1,0,very positive,30,8,2016
3939,1,0,20,0,0,20000-50000,3.99,0,0,1,1,0,positive,13,11,2014
3940,1,0,0,15,15,50000-100000,3.99,0,1,0,1,1,negative,10,7,2015
3941,1,0,0,0,0,20000-50000,6.99,0,0,1,1,0,positive,24,10,2014
3944,1,0,13,0,0,0-20000,3.99,1,0,0,1,0,very positive,10,3,2015
3945,1,0,46,188,297,200000-500000,3.99,0,0,1,1,0,very positive,14,10,2014
3946,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,positive,10,10,2014
3947,1,16,20,586,586,20000-50000,6.99,1,0,1,1,0,very positive,4,6,2015
3948,1,0,15,0,0,20000-50000,3.99,1,1,0,1,0,very positive,11,12,2014
3949,1,0,15,0,0,0-20000,3.99,1,0,1,1,0,very positive,14,10,2014
3951,1,0,0,0,0,0-20000,9.99,1,1,0,1,1,very positive,23,10,2015
3952,1,0,0,0,0,0-20000,4.79,0,0,1,1,0,positive,27,10,2014
3953,1,0,10,406,406,50000-100000,3.99,1,1,1,1,0,very positive,25,8,2015
3954,1,0,0,0,0,50000-100000,13.99,1,1,0,1,1,very positive,14,11,2014
3956,1,0,0,307,307,0-20000,14.99,0,0,0,1,0,negative,4,12,2014
3957,1,0,27,0,0,20000-50000,7.99,1,0,1,1,0,very positive,9,4,2015
3959,1,0,40,0,0,0-20000,7.19,1,1,1,1,0,positive,25,8,2016
3960,1,0,21,0,0,20000-50000,7.19,1,0,0,1,0,negative,14,8,2015
3961,1,0,20,0,0,0-20000,6.99,1,1,0,1,0,positive,4,12,2014
3963,1,0,10,0,0,20000-50000,5.59,1,0,0,1,0,negative,15,1,2015
3964,1,0,14,0,0,0-20000,10.99,1,1,1,1,0,very positive,4,10,2016
3965,1,0,4,0,0,0-20000,3.99,1,1,0,1,1,negative,23,6,2016
3966,1,0,12,216,217,200000-500000,3.99,1,1,0,1,0,very positive,29,5,2015
3967,1,0,0,0,0,0-20000,3.99,0,0,0,1,0,positive,24,10,2014
3968,1,18,30,0,0,20000-50000,6.99,1,1,0,1,0,very positive,20,11,2014
3969,1,0,29,54618,54618,50000-100000,0.0,0,0,0,1,1,positive,27,3,2018
3970,1,0,17,236,306,100000-200000,0.79,1,0,1,1,0,positive,20,10,2014
3971,1,0,15,245,309,100000-200000,1.59,1,0,1,1,0,very positive,22,12,2014
3972,1,0,0,0,0,20000-50000,6.99,1,0,0,1,0,positive,16,10,2014
3973,1,0,46,0,0,50000-100000,14.99,0,1,1,1,1,positive,17,12,2015
3974,1,0,37,21,22,200000-500000,0.0,0,0,0,0,1,positive,2,11,2017
3975,1,0,15,0,0,0-20000,8.99,0,0,1,1,0,very positive,18,2,2015
3976,1,0,31,1064,1064,200000-500000,6.99,1,1,1,1,1,very positive,12,5,2015
3977,1,0,5,0,0,0-20000,1.59,1,1,1,1,0,very negative,9,10,2014
3979,1,0,22,0,0,0-20000,3.99,1,1,0,1,0,positive,4,11,2014
3980,1,0,20,784,784,100000-200000,10.99,0,0,1,1,0,very positive,24,11,2014
3981,1,0,17,3,3,20000-50000,6.99,0,0,0,1,0,very positive,19,7,2016
3982,1,0,0,0,0,20000-50000,7.99,0,1,0,1,0,very positive,14,11,2014
3983,1,0,0,0,0,0-20000,6.99,0,0,0,1,0,negative,4,12,2014
3984,1,0,11,0,0,20000-50000,6.99,1,0,0,1,0,very negative,12,2,2015
3985,1,0,53,5934,5934,50000-100000,10.99,0,0,0,1,0,positive,7,1,2015
3986,1,0,51,0,0,0-20000,1.59,1,1,0,1,0,very positive,25,11,2014
3987,1,0,53,105,105,50000-100000,6.99,1,0,1,1,0,negative,14,11,2014
3989,1,0,22,435,435,50000-100000,7.19,1,0,1,1,0,positive,8,1,2015
3990,1,0,0,1,1,500000-1000000,0.0,0,1,0,1,0,very positive,16,10,2014
3991,1,0,0,1,1,0-20000,4.79,1,1,0,1,0,positive,28,10,2014
3992,1,0,1,0,0,0-20000,5.79,1,0,0,1,0,negative,26,10,2015
3993,1,0,21,0,0,100000-200000,14.99,0,1,0,1,0,negative,21,11,2014
3995,1,0,40,54,54,20000-50000,6.99,1,1,0,1,0,very positive,23,7,2015
3996,1,0,46,379,757,100000-200000,14.99,1,1,1,0,1,positive,9,6,2016
3997,1,0,44,868,868,50000-100000,10.99,1,1,1,1,1,positive,13,7,2018
3998,1,0,0,92,92,100000-200000,14.99,0,0,0,0,0,very positive,5,4,2016
3999,1,0,47,0,0,0-20000,5.59,1,1,0,1,0,very positive,12,11,2014
4000,1,0,0,0,0,0-20000,3.99,1,0,0,1,0,positive,8,10,2014
4001,1,0,39,133,247,100000-200000,14.99,1,0,1,1,0,very positive,2,7,2015
4003,1,0,19,510,510,50000-100000,14.99,1,1,0,1,0,very positive,20,11,2014
4004,1,0,0,0,0,0-20000,6.99,0,0,0,1,0,very positive,24,11,2014
4005,1,0,0,0,0,20000-50000,4.99,0,0,1,1,0,positive,9,10,2014
4006,1,0,0,0,0,20000-50000,4.99,0,0,1,1,0,very positive,9,10,2014
4007,1,0,0,0,0,50000-100000,4.99,0,0,1,1,0,very positive,9,10,2014
4008,1,0,1,257,476,200000-500000,2.79,1,0,1,1,0,very positive,7,11,2014
4009,1,0,10,0,0,0-20000,4.79,1,1,1,1,0,very positive,30,10,2014
4010,1,0,0,0,0,0-20000,3.99,1,0,1,1,0,very positive,27,4,2015
4012,1,0,21,172,172,100000-200000,9.99,1,1,0,1,0,very positive,7,6,2016
4013,1,0,20,0,0,0-20000,10.99,1,1,1,1,0,positive,9,7,2015
4014,1,0,18,62,62,20000-50000,10.99,1,1,1,1,0,very positive,2,8,2016
4015,1,0,3,13,26,200000-500000,0.0,1,0,0,1,0,positive,20,1,2015
4016,1,0,0,0,0,20000-50000,6.99,1,0,0,1,0,negative,15,10,2014
4017,1,0,30,0,0,20000-50000,9.99,1,0,0,1,0,very positive,26,3,2015
4018,1,0,0,0,0,20000-50000,7.19,0,1,0,1,0,very positive,10,10,2014
4019,1,0,36,0,0,0-20000,14.99,1,1,1,1,0,very positive,6,3,2018
4020,1,0,29,0,0,50000-100000,11.39,1,1,1,1,1,very positive,6,2,2018
4021,1,0,27,0,0,0-20000,10.99,1,1,0,1,0,very positive,8,10,2015
4022,1,0,35,146,168,500000-1000000,9.99,1,1,1,1,0,very positive,9,4,2015
4023,1,0,0,0,0,20000-50000,4.99,0,1,1,1,0,positive,23,10,2014
4028,1,0,4,0,0,0-20000,1.59,1,0,1,1,1,very negative,15,12,2014
4029,1,0,12,0,0,0-20000,6.99,0,0,0,1,0,very positive,9,4,2015
4030,1,0,30,0,0,0-20000,6.99,0,0,0,1,0,positive,26,5,2016
4031,1,0,0,0,0,20000-50000,6.99,1,1,0,0,1,very positive,8,3,2017
4032,1,0,0,432,438,200000-500000,6.99,1,0,0,1,0,very positive,27,10,2014
4033,1,0,0,0,0,100000-200000,9.99,1,0,1,1,0,positive,7,11,2014
4034,1,0,0,0,0,0-20000,12.99,1,0,0,1,0,negative,7,12,2015
4035,1,0,17,0,0,50000-100000,10.99,1,0,1,1,0,very positive,18,11,2014
4036,1,0,0,0,0,20000-50000,13.49,0,0,0,1,0,negative,5,11,2014
4038,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,very negative,23,10,2014
4039,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,positive,23,10,2014
4040,1,0,0,0,0,20000-50000,4.99,0,1,0,1,0,positive,23,10,2014
4041,1,0,0,0,0,20000-50000,4.99,0,1,0,1,0,very positive,23,10,2014
4042,1,0,2,365,365,100000-200000,2.79,1,0,0,1,0,positive,3,12,2014
4043,1,0,0,0,0,0-20000,10.99,1,1,0,1,0,very positive,16,8,2016
4044,1,0,27,0,0,0-20000,2.09,1,0,0,1,0,very positive,17,10,2014
4047,1,0,27,0,0,0-20000,4.99,1,1,1,1,0,positive,20,11,2014
4048,1,0,7,0,0,0-20000,0.79,1,1,0,1,0,positive,15,4,2015
4049,1,0,0,0,0,20000-50000,3.99,0,1,0,1,1,negative,16,1,2015
4050,1,0,15,283,341,20000-50000,4.99,1,0,0,1,0,positive,14,11,2014
4051,1,0,12,0,0,0-20000,9.99,1,1,1,1,0,positive,28,4,2015
4052,1,0,0,0,0,0-20000,3.99,1,1,1,1,0,positive,20,1,2015
4053,1,0,0,334,492,100000-200000,5.79,1,1,1,1,0,very positive,13,2,2015
4054,1,0,32,0,0,0-20000,3.99,1,0,0,1,0,very positive,22,10,2014
4055,1,0,0,0,0,0-20000,14.99,0,1,0,1,0,positive,3,12,2014
4056,1,0,0,0,0,20000-50000,6.99,0,0,1,1,0,negative,24,11,2014
4057,1,0,0,0,0,0-20000,14.99,0,0,0,1,1,positive,10,12,2014
4058,1,0,0,0,0,20000-50000,4.99,0,0,0,1,0,very positive,30,10,2014
4059,1,0,0,0,0,20000-50000,4.99,0,0,0,1,0,very positive,30,10,2014
4060,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,very positive,30,10,2014
4061,1,0,30,0,0,20000-50000,10.99,1,0,0,1,0,positive,27,2,2015
4062,1,0,0,0,0,0-20000,1.99,1,0,0,1,0,negative,27,10,2014
4064,1,0,18,10,10,100000-200000,0.0,1,0,0,1,1,positive,22,10,2014
4065,1,0,0,0,0,0-20000,13.99,1,1,1,1,0,very positive,19,11,2015
4069,1,0,24,4,4,100000-200000,11.39,1,1,0,1,0,very positive,19,2,2015
4070,1,0,0,0,0,0-20000,0.79,1,1,0,1,0,positive,4,12,2014
4071,1,0,0,0,0,20000-50000,4.99,1,0,1,1,0,positive,3,2,2015
4072,1,0,24,0,0,20000-50000,6.99,1,1,0,1,0,very positive,29,4,2015
4073,1,0,21,0,0,20000-50000,0.0,1,0,0,1,1,positive,28,4,2016
4074,1,0,0,0,0,0-20000,7.19,1,1,1,1,0,positive,24,10,2014
4075,1,0,6,0,0,20000-50000,3.99,1,1,0,1,0,very positive,29,10,2014
4076,1,0,17,0,0,0-20000,4.79,1,1,0,1,0,very positive,7,12,2016
4077,1,0,12,234,320,200000-500000,12.99,1,1,1,1,0,very positive,30,4,2015
4080,1,0,51,26,26,100000-200000,6.99,1,1,1,1,0,very positive,21,4,2015
4081,1,0,0,0,0,0-20000,6.99,1,1,1,1,0,very negative,24,10,2014
4082,1,0,46,121,130,100000-200000,8.99,0,1,0,1,1,very positive,23,1,2015
4083,1,0,0,0,0,0-20000,14.99,0,0,0,1,1,negative,30,4,2015
4084,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,positive,6,11,2014
4085,1,0,0,0,0,20000-50000,4.99,0,0,0,1,0,very positive,6,11,2014
4086,1,0,0,0,0,20000-50000,4.99,0,1,0,1,0,very positive,6,11,2014
4087,1,0,0,6,6,20000-50000,4.99,0,1,0,1,0,very positive,6,11,2014
4088,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,very positive,6,11,2014
4089,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,positive,6,11,2014
4090,1,0,0,0,0,0-20000,4.99,0,0,0,1,0,positive,6,11,2014
4091,1,0,4,0,0,0-20000,3.99,1,0,1,1,0,very positive,9,12,2014
4092,1,0,0,161,161,0-20000,4.79,1,1,0,1,0,positive,9,1,2015
4093,1,0,0,0,0,50000-100000,1.59,0,0,1,1,0,positive,28,10,2014
4094,1,0,34,1518,1518,50000-100000,6.99,1,1,0,1,0,very positive,27,5,2015
4096,1,0,0,0,0,20000-50000,10.99,0,0,0,1,0,very positive,31,3,2015
4097,1,0,0,0,0,0-20000,7.19,1,0,1,1,0,positive,4,3,2015
4098,1,0,26,0,0,0-20000,10.99,1,1,0,1,0,very positive,24,10,2016
4099,1,0,11,247,247,50000-100000,6.99,1,1,0,1,1,very positive,29,1,2015
4100,1,0,21,41,66,20000-50000,9.99,1,1,0,1,1,positive,19,8,2015
4101,1,0,0,116,137,100000-200000,3.99,1,1,1,1,0,negative,19,11,2014
4102,1,0,20,0,0,0-20000,3.99,0,1,0,1,0,very positive,13,2,2015
4103,1,0,36,225,225,50000-100000,14.99,0,0,0,1,0,very positive,24,8,2015
4104,1,0,0,0,0,50000-100000,10.99,0,0,1,1,0,very positive,3,3,2016
4105,1,0,10,0,0,0-20000,0.79,1,1,0,1,1,very positive,16,10,2015
4106,1,0,0,0,0,20000-50000,7.99,1,1,1,1,1,very positive,20,11,2014
4107,1,0,0,0,0,20000-50000,3.99,1,0,0,1,0,positive,11,11,2014
4108,1,0,0,0,0,0-20000,3.99,0,0,0,1,0,very positive,3,2,2016
4109,1,0,0,0,0,0-20000,6.99,1,0,0,1,0,positive,29,10,2014
4110,1,0,0,0,0,50000-100000,6.99,1,1,0,1,1,positive,21,10,2015
4111,1,0,22,0,0,100000-200000,1.99,1,1,0,1,1,very positive,28,5,2015
4112,1,0,0,0,0,0-20000,4.79,0,1,0,1,0,positive,10,8,2016
4113,1,0,25,593,593,0-20000,3.99,1,0,0,1,0,very positive,11,12,2014
4114,1,0,55,0,0,50000-100000,6.99,1,1,0,1,0,positive,15,5,2015
4115,1,0,30,0,0,0-20000,8.99,1,1,0,1,1,very positive,20,8,2015
4116,1,0,37,0,0,0-20000,4.79,1,1,0,1,0,very negative,18,11,2014
4118,1,0,28,0,0,0-20000,7.19,1,1,0,1,1,very positive,28,3,2016
4120,1,18,35,524,518,1000000-2000000,11.99,0,0,1,1,0,very positive,25,11,2014
4121,1,0,0,0,0,0-20000,10.99,0,1,1,1,1,positive,11,8,2016
4122,1,0,28,248,283,50000-100000,6.99,0,0,1,1,0,positive,4,12,2014
4123,1,0,0,1,1,200000-500000,0.0,1,1,1,1,0,positive,21,11,2014
4125,1,0,0,13,13,50000-100000,6.99,1,1,0,1,0,very positive,8,9,2015
4126,1,0,0,0,0,20000-50000,3.99,1,0,1,1,1,positive,1,4,2015
4127,1,0,0,0,0,0-20000,3.99,1,0,1,1,0,positive,8,2,2018
4128,1,0,32,182,182,20000-50000,5.59,1,1,0,0,0,very positive,4,12,2014
4129,1,0,0,0,0,0-20000,4.79,1,1,0,1,0,very positive,13,11,2014
4130,1,0,10,127,127,20000-50000,7.99,1,0,1,1,0,positive,29,1,2015
4131,1,0,0,46,20,500000-1000000,0.0,1,1,0,0,1,positive,19,9,2018
4132,1,0,32,1262,1262,0-20000,10.99,1,0,0,1,0,very positive,7,11,2014
4133,1,0,18,74,74,20000-50000,1.99,1,1,1,1,0,very negative,24,11,2014
4134,1,0,15,113,113,100000-200000,2.79,1,1,1,1,0,very positive,15,12,2014
4135,1,0,0,0,0,0-20000,7.19,0,1,1,1,0,positive,24,2,2015
4136,1,0,21,0,0,0-20000,10.99,1,0,1,1,0,very positive,1,5,2015
4137,1,0,14,249,98,1000000-2000000,0.0,1,0,1,1,0,very positive,19,11,2014
4138,1,0,12,449,449,100000-200000,10.99,1,0,1,1,0,very positive,24,4,2017
4139,1,0,0,363,363,50000-100000,10.29,0,1,0,1,1,very positive,17,7,2015
4140,1,0,7,0,0,0-20000,9.99,1,0,1,1,0,very positive,12,11,2014
4141,1,0,31,0,0,0-20000,2.79,1,1,1,1,0,very positive,5,6,2015
4142,1,0,0,0,0,20000-50000,0.0,1,0,0,1,0,positive,4,12,2014
4144,1,0,0,0,0,50000-100000,2.99,1,1,0,1,1,positive,4,12,2014
4146,1,0,32,257,257,50000-100000,10.99,1,1,1,1,0,very positive,13,2,2018
4149,1,0,35,0,0,20000-50000,4.79,1,0,1,1,0,positive,29,1,2015
4150,1,0,40,222,234,200000-500000,3.99,1,0,1,1,0,positive,17,4,2015
4151,1,0,20,73,119,50000-100000,13.49,1,0,1,1,0,very positive,25,10,2017
4152,1,0,0,0,0,20000-50000,6.99,0,0,0,1,0,negative,1,5,2015
4153,1,0,36,0,0,0-20000,6.99,0,0,0,1,0,negative,28,11,2014
4154,1,0,0,0,0,20000-50000,6.99,0,0,0,1,0,positive,14,11,2014
4155,1,0,0,0,0,20000-50000,7.19,0,1,1,1,1,very positive,24,2,2015
4156,1,0,17,222,222,50000-100000,5.99,1,0,1,1,0,positive,11,12,2014
4158,1,0,0,0,0,0-20000,6.99,1,1,0,1,0,positive,24,11,2014
4159,1,0,29,377,492,100000-200000,14.99,1,1,1,1,0,very positive,14,5,2015
4160,1,0,23,0,0,20000-50000,9.99,1,1,0,1,1,very positive,29,5,2015
4162,1,0,29,0,0,0-20000,6.99,1,1,1,1,0,very positive,7,2,2017
4164,1,0,27,0,0,20000-50000,6.99,0,1,0,1,1,very positive,21,10,2015
4166,1,0,16,0,0,0-20000,5.99,1,0,1,1,0,very positive,26,11,2015
4167,1,0,50,0,0,0-20000,10.99,1,0,1,1,0,very positive,10,4,2015
4168,1,0,23,0,0,20000-50000,9.99,1,0,1,1,0,very positive,3,4,2015
4170,1,0,23,0,0,20000-50000,5.99,1,0,1,1,0,very positive,22,4,2016
4171,1,0,9,333,395,50000-100000,2.79,1,1,0,1,0,very positive,13,11,2014
4172,1,0,17,0,0,20000-50000,11.39,0,0,0,1,1,very positive,20,11,2014
4173,1,0,0,509,853,500000-1000000,14.99,1,1,1,1,1,positive,8,1,2015
4174,1,0,12,0,0,50000-100000,3.99,1,1,0,1,0,positive,25,8,2015
4176,1,0,0,646,757,200000-500000,12.39,1,0,1,1,0,very positive,21,11,2014
4177,1,0,0,0,0,0-20000,2.79,1,0,1,1,0,very positive,20,1,2015
4178,1,0,15,0,0,0-20000,10.99,1,1,1,1,0,very positive,22,5,2015
4179,1,0,15,0,0,20000-50000,6.99,1,0,1,1,0,positive,3,11,2015
4180,1,0,14,0,0,0-20000,5.99,1,0,1,1,0,very positive,2,2,2015
4181,1,0,0,11,11,20000-50000,0.0,0,1,0,0,1,negative,23,2,2017
4182,1,0,0,263,269,50000-100000,9.29,1,1,1,1,0,very positive,19,4,2018
4183,1,0,9,55,55,50000-100000,2.89,1,0,0,1,0,positive,3,12,2014
4184,1,0,15,0,0,0-20000,3.99,1,1,0,0,1,negative,12,2,2015
4185,1,0,0,0,0,0-20000,7.99,1,1,0,0,0,very positive,24,3,2015
4186,1,0,0,210,215,100000-200000,0.79,1,1,0,1,1,negative,15,12,2014
4187,1,0,15,276,275,200000-500000,0.79,1,1,0,1,0,negative,6,2,2015
4188,1,0,0,171,118,500000-1000000,5.79,1,0,0,1,0,very positive,10,11,2014
4189,1,0,0,0,0,20000-50000,10.59,0,0,1,1,0,very positive,24,11,2014
4190,1,0,16,0,0,0-20000,2.79,1,0,0,1,0,very positive,10,12,2014
4191,1,0,12,0,0,0-20000,3.99,1,1,0,1,0,very positive,10,4,2015
4192,1,0,15,24,34,100000-200000,0.0,1,1,1,1,0,very positive,26,9,2018
4193,1,0,0,0,0,0-20000,13.99,1,0,1,1,0,positive,11,3,2016
4195,1,0,13,0,0,0-20000,6.99,1,1,1,1,1,very positive,18,12,2014
4197,1,0,0,415,415,50000-100000,2.79,1,0,0,1,0,positive,20,11,2014
4198,1,0,12,453,453,200000-500000,5.59,1,1,1,1,0,very positive,29,1,2015
4199,1,0,0,5,5,0-20000,4.79,1,0,1,1,0,very positive,17,12,2014
4202,1,0,12,0,0,20000-50000,3.99,1,1,0,1,0,very positive,13,1,2015
4203,1,0,47,0,0,0-20000,8.99,1,1,1,0,1,negative,6,7,2016
4205,1,0,0,0,0,0-20000,4.79,1,0,0,1,0,negative,29,12,2014
4208,1,0,0,0,0,20000-50000,5.59,0,0,1,1,0,positive,5,12,2014
4209,1,0,14,286,286,0-20000,6.99,1,0,1,1,0,very positive,9,7,2015
4210,1,0,38,359,359,20000-50000,10.59,1,1,0,1,0,very positive,25,2,2015
4211,1,0,0,42,83,0-20000,2.09,1,0,0,1,1,positive,1,12,2014
4212,1,0,16,0,0,0-20000,1.59,1,1,0,1,0,very positive,20,4,2015
4213,1,0,14,526,284,500000-1000000,6.99,1,0,0,1,0,very positive,29,12,2014
4214,1,0,52,171,219,50000-100000,11.39,1,0,1,1,0,very positive,15,7,2015
4215,1,0,18,0,0,20000-50000,6.99,1,0,1,1,0,negative,2,3,2015
4217,1,0,20,0,0,0-20000,2.79,1,0,0,1,0,negative,26,1,2015
4218,1,0,0,0,0,20000-50000,1.99,1,1,0,1,0,very positive,2,1,2015
4219,1,0,10,0,0,20000-50000,3.99,1,0,0,1,0,very positive,25,11,2014
4220,1,0,22,0,0,20000-50000,4.99,1,0,1,1,0,positive,4,12,2014
4222,1,0,0,11517,11438,200000-500000,12.99,1,1,0,1,1,positive,19,2,2015
4223,1,0,49,0,0,0-20000,5.79,1,0,0,1,1,positive,25,2,2015
4224,1,0,46,409,591,100000-200000,14.99,0,1,1,1,0,very positive,26,5,2015
4225,1,0,0,0,0,0-20000,7.19,1,0,0,1,1,very positive,20,1,2017
4226,1,0,45,14,14,100000-200000,0.0,1,0,0,1,1,positive,5,5,2015
4227,1,0,0,206,253,100000-200000,0.79,0,1,0,0,1,negative,7,1,2016
4228,1,0,16,64,64,200000-500000,6.99,1,1,1,1,0,positive,13,3,2015
4229,1,0,13,0,0,0-20000,4.99,1,1,1,1,0,very positive,23,9,2015
4230,1,0,0,0,0,20000-50000,6.99,1,0,1,1,0,positive,30,9,2015
4232,1,0,34,0,0,20000-50000,4.79,1,1,0,1,0,very positive,4,12,2014
4233,1,0,23,257,302,500000-1000000,10.99,1,1,0,1,1,very positive,3,2,2016
4235,1,0,14,0,0,0-20000,11.39,1,0,0,1,0,very positive,5,8,2015
4236,1,0,16,75,75,0-20000,6.99,1,0,0,1,0,positive,16,12,2014
4237,1,0,46,0,0,0-20000,10.99,1,1,1,1,0,positive,5,7,2016
4238,1,0,3,301,312,100000-200000,1.99,1,0,0,1,0,very positive,1,1,2015
